143	-.105	-.003	.057	.097	-.125	-.13	-.821
144	0	.687	.916	.13	.374	-.049	-.027
145	.43	-.199	.2	-.285	-.28	.047	.326
146	.276	.496	.083	-.264	-.145	.296	.361
147	.313	-.027	-.061	.153	.233	.1	.396
148	.357	-.716	-.802	-1.329	-1.485	-.978	-.424
149	.723	2.058	1.882	1.508	.147	-.055	2.742
150	-.096	.739	1.003	1.557	2.23	2.421	.975
151	.528	.028	.116	.065	.113	.002	.291
152	.335	.167	.184	.031	.028	.153	.275
153	.498	.184	.204	-.065	.299	-.016	.266
154	.426	.277	.151	-.048	.012	.122	.429
155	.54	.109	.068	.066	.16	-.047	.335
156	.353	.225	.133	.119	.084	.131	.488
157	.185	-.415	-.475	-.053	.048	.035	-.289
158	.037	.067	-.167	-.12	.22	-.128	-.579
159	.511	-.61	-.775	.004	-.114	.108	-.301
160	-.248	.07	-.192	.121	.454	-.181	-.468
161	.056	.739	1.739	3.423	1.794	2.975	3.582
162	-.024	.16	.046	.061	.177	.213	-.225
163	.163	.062	-.022	.019	-.007	-.059	.1
164	.135	.325	.377	.621		.331	.164
165	.038	.037	-.018	-.011	.064	.017	.113
166	.096	.175	-.02	.044	.037	-.011	.01
167	.117	-.007	.063	-.028	.015	.032	.13
168	.149	.19	.079	.114	.145	0	.151
169	.313	.376	.303	-.196	-.032	.322	.83
170	.334	-1.225	-1.164	-1.68	-1.722	-1.826	-1.39
171	.269	.043	-.333	-.757	-.88	-1.244	.511
172	.347		-.107	-.119	-.352	-.861	.225
173	.521	.199	.28	.563	.672	.754	.681
174	.263	.061	.16	-.136	-.107	-.233	.561
175	.455	-1.194	-1.374	-1.087	-.756	-1.187	-.931
176	.517	-1.225	-.54	.322	.983	.757	-1.262
177	.18	-.564	-.134	1.109	1.63	1.553	-.547
178	.332	-.094	.063	.894	1.195	1.191	-.044
179	.253		-.191	.137	.389	.244	.014
180	.329	-.232	-.342	-.32	-.12	-.169	-.196
181	.167	.09	-.12	-.599	-.114	-.35	.698
182	-.062	.307	.364	.368	.398	.192	.729
183	.203	-.138	-.295	-.506	-.004	-.46	1.398
184	.04	-.06	.29	.201	.123	.079	.09
185	.116	.015	.283	.392	.288	.336	.385
186	.019	.117	.5	.599	.231	.235	.306
187	-.179	-.296	-.141	-.292	.252	-.145	.16
188	.24	-.345	-.132	-.067	.114	.108	-.23
189	.46	-.443	-.184	.033	.21	.285	.149
190	.058	-.176	.018	-.02	.227	.01	-.392
191	-.076	.137	-.135	-.375	.656	-.327	.514
192	.056	-.223	-.313	-.012	.233	-.063	-.206
193	.756	.037	-.144	-.181	-.111	-.035	.456
194	.393	.111	.085	-.038	-.071	.162	-.093
195	.778	-.037	-.329	-.391	-.803	-.339	.332
196	.341	-.221	-.064	-.561	-.052	.279	-.04
197	.5	.235	-.143	-.698	-.198	-.234	.381
198	.592	1.266	.718	.042	.431	.767	1.693
199	.678	-.335	-.177	-.973	-.574	-.744	-.632
200	.44	-.45	-.181	-.96	-.57	-.533	-.78
201	.526	.47	-.797	-1.177	-.68	.075	.454
202	.606	.874	.925	.416	-.114	-.284	-1.22
203	.534	.56	.148	-.138	-.651	-1.19	-.96
204	.222	.07	.348	.083	.129	.107	-.18
205	.251	-.075	-.358	-.347		-.758	.491
206	.246	.079	-.42	-.347	-.49	-.827	.177
207	-.069	-.171	-.38	-.518	-.36	-.776	.51
208	.025	.329	.223	.034	-.103	-.19	-.028
209	.179	-.539	-.957	-1.353	-1.215	-.817	.312
210	-.062	.119	.042	.336	.418	.238	.269
211	.203	1.198	1.482	2.683	2.333	2.422	.761
212	.241	.87	1.632	2.407	1.952	1.423	.354
213	.284	.517	1.154	.905	.464	.002	1.361
214	.16	.329	.808	.522	.154	-.029	.892
215	.108	1.133	1.447	1.23	.564	.093	.975
216	.146				.201	.082	.488
217	.737	1.651	1.936	1.649	.753	.369	1.152
218	.416	.537	.273	.489	.154	.349	.744
219	.265	-.441	-.52	-.918	-.792	-.583	-.05
220	.331	.246	.034	-.217	.07	.165	-.049
221	.22	-.163	-.634	-1.281	-1.07	-1.239	-.06
222	.522	.583	.711	.531	.602	.818	-.11
223	.586	.74	.556	1.657	1.719	1.607	.324
224	.397	.339	.951	.793	.685	.659	.402
225	.396	.747	.412	-.031	-.53	-.787	1.327
226	.365	-.51	.66	-.103	-.285	-.289	-1.947
227	.542	.551	.234	.208	.427	.168	.912
228	.468	.245	.078	.482	1.236	1.028	-.327
229	.23	-.798	-1.284	-1.616	-.812	-.329	-1.706
230	.42				.002	-.108	-1.085
231	-.016	-.05	.321	-.232	.136	-.398	.135
232	.381	.921	.585	.258	.076	-.179	.17
233	.119	.497	.371	.433	.418	-.303	.045
234	.054	.53	.434	.52	.735	.489	.258
235	.213	.408	.41	.351	.133	.219	.896
236	-.014	.752	1.278	1.086	.741	.206	.248
237	.24	1.177	1.315	1.647	.637	.56	.693
238	.335	.062	-.11	-.228	-.18	-.374	.332
239	.064	-.026	-.128	-.199	.721	.117	.234
240	.284	-.29	-.337	.149	.351	.221	-.668
241	.536	-1.156	-.897	-1.884	-1.089	-.969	-.667
242	.313	.672	.305	-.156	.035	-.332	-.075
243	.722	.81	.8	.619	.158	-.404	.934
244	.487	-.909	-.258	.699	1.51	1.752	-1.916
245	.342		1.318	1.811	1.341	1.003	2.726
246	.173	.173	-.022	-.124	-.032	.251	-.144
247	.519	1.032	1.266	1.036	.758	.579	.614
248	.335	.373	.498	.306	.207	.381	.378
249	.348	.195	.141	-.147	.116	.127	.259
250	.339	1.065	.583	.641	.759	.864	.191
251	.507	1.256	1.002	.899	.832	.989	1.391
252	.514	.188	.282	.764	1.011	.984	.099
253	.086	-.942	-.456	-.092	.017	.23	-.165
254	.101	.338	.204	.518	.533	.663	.225
255	0	.575	.469	.903	.638	1.032	.508
256	.182	-1.602	-.917	-1.552	-1.075	-1.276	-1.923
257	-.037	-1.003		-1.506	-.017	-1.774	-.633
258	.155	.281	.626	.737	.466	.14	.032
259	.038	.045	.032	.642	-.076	.129	.15
260	.318	-.047	-.161	-.706	-.744	-.772	.584
261	.222	.222	.273	.854	.027	.237	-.463
262	.054	.172	-.016	-.123	.234	-.32	.594
263	.09	-.594	-.519	-1.338	-.919	-1.37	.386
264	.042	-.044	-.211	-.627	-.183	-.71	.376
265	.434	.743	.997	1.542	1.866	1.58	.844
266	.704	1.523	1.275	.564	.348	.662	.789
267	.22	.117	.266	-.123	.149	.346	.492
268	.335	-.095	.204	-.24	-.601	-.228	.122
269	.533	-.445	-1.458	-2.246	-1.458	-.988	.706
270	.412	-.757	-.56	-1.072	-.628	-.372	-.789
271	.341	.272	.584	.181	.151	-.046	.245
272	.212	.138	-.012	-.157	-.159	.215	-.066
273	.27	-.318	-.18	-.248	.386	.613	-.838
274	.836	-1.766	-2.162	-2.363	-1.413	-.349	-1.446
275	.454	-.41	-.228	-.972	-1.158	-.716	
276	.378	-.344	-.595	-1.023	-.564	-.569	-.382
277	.187	-1.354	.439	.392	.167	.471	-.759
278	-.013	-.363	-.673	-.459	-.117	-.11	-.077
279	.132	-.237	-.513	.009	.043	-.021	.01
280	.131	1.258	1.654	2.113	2.645	2.889	1.127
281	-.022	-.053	.262	.731	.615	.648	.2
282	.224	.498	.449	.169	.271	.187	.545
283	.344	-.157	-.039	-.209	.019	-.19	-.157
284	.058	.931	.892	.243	.026	-.617	.356
285	-.017	.635	.465	.341	.555	-.666	.361
286	.113	-.039	.917	3.089	3.287	3.249	.153
287	-.139	-.199	-.116	-.214	.134		-.439
288	-.075	.174	.205	-.52	-.374	.139	.695
289	.087	.046	-.093	-.693	.104	-.253	-.08
290	.081	-.01	.363	.043	.254	.246	-.152
291	-.159	-.236	-.344	.244	.038	.037	-.007
292	.532	-.361	-.165	-.65	-.425	-.24	-.907
293	.154	-.581	-.49	-.266	.179	-.434	.411
294	.435	-.6	-.874	-.974	-.651	-.216	-.515
295	.131	-.382	-.81	-.521	-.151	.265	.249
296	.381	.329	.229	.938	1.309	1.33	.353
297	.545	-.918	-.532	-.255	.078	-.226	
298	.469	.063	.352	.751	1.444	1.174	.228
299	.306	-.122	-.367	-.045	.088	-.152	-.109
300	.552	1.33	.266	-.105	-.481	-.761	.511
301	.452	-.157	-.479	-1.08	-1.986	-2.073	-1.441
302	.491	.063	-.528	-1.075		-1.783	-1.359
303	.371	-.072	.275	.469	.348	.366	.39
304	.254	-.326	-.884	-1.039	-.937	-1.214	-.019
305	.195	-.096	-.463	-.471	-.477	-.944	.061
306	.144	.476	.212	.334	.246	.026	.63
307	.04	-.291	-.441	.172	.124	.153	-.5
308	.096	.043	.147	-.323	-.161	-.249	-.169
309	.149	-.035	.034	-.32	-.319	-.323	.509
310	.337	-.041	.166	.359	.546	.279	-.467
311	.344	.068	.272	.651	-.358	-.527	-.501
312	.004	-.168	-.461	-1.009	-1.485	-1.864	-1.431
313	-.12	-.268	-.77	-.278	-.218	0	-.147
314	.322	.574	.372	-.26	-.26	-.202	.212
315	.736	-.288	-.38	-.813	-.096	-.254	-.035
316	.544	.777	.701	.133	-.028	.034	.629
317	.209	.006	-.428	.046	.06	-.308	-.391
318	.294	1.332	2.254	1.799	1.859	1.919	1.366
319	-.156	-.56	-.396	-.511	.178	.108	-.379
320	.313	-.091	.041	.222	.243	-.078	-.078
321	.626	-.585	-.011	-.16	-.204	-.589	-.372
322	.323	-1.832	-2.565	-2.332	-1.636	-1.326	-1.785
323	-.213	-.433	-.564	-.081	.038	.203	-.1
324	.176	-.377	.143	-.467	-.343	-.528	-.309
325	-.121	-.128	-.926	-.551	-.666	-1.064	-.254
326	.327	.711	.706	.412	.025	-.592	-1.138
327	.393	.624	.511	.415	-.263	-.315	-.336
328	.37	.454	-.549	-.724	-.539	-.44	.383
329	-.071	.575	.524	1.279	.345	.697	.449
330	.136	.037	-.365	-.361	-.497	-.732	.216
331	.241	-.001	-.406	-.59	-.78	-1.13	.059
332	-.128	.135	.04		.452	-.263	-.363
333	.235	.256	-.29	.218	.222	-.25	-.569
334	-.027	.426	.201	.08	.281	.003	.5
335	.114	-.685	-1.389	-1.56	-.769	-.61	-.538
336	.094	-.04	-.358	-.64	-.388	.137	-.606
337	.286	-.042	-.409	.213	.309	.345	-.172
338	.275	-.008	.566	.685	.712	.124	.387
339	.313	.144	-.227	-.066	.257	-.116	.278
340	.149	-.131	-.164	-1.007	-.325	.082	-.694
341	.348	-.363	-.43	-.315	.264	-.009	-.27
342	.491	.268	.65	.686	.645	.655	.186
343	0	-.534	-.41	-.146	.041	-.144	-.147
344	.719	-1.79	-.827	-.023	.684	.909	-2.468
345	.355	-.212	.07	.027	-.094	.032	
346	.272	.093	-.327		-.844	-.692	-.316
347	.393	-.492	-.547	-.357	.379		-.259
348	.356	-1.575	-.905	-1.603	-1.336	-1.342	-.444
349	-.075	-1.113		-1.693	-1.231	-1.26	-1.547
350		-1.476	-1.476	-2.176	-1.727	-1.195	-1.548
351	.289	-1.136	-1.072	-1.858	-1.382	-1.042	-1.1
352	.169	.293	.095	.06	.093	.174	.05
353	.257	-1.02	.173	-.884	-.253	-.715	-.885
354	.199	.816	.139	-.275	-.633	-.423	.514
355	.213	-.586	-.909	-.994	-.735	-.42	.152
356	.114	.27	.737	1.628	1.252	.774	.465
357	.131	-.055	-.04	-.075	-.052	-.1	.139
358	.523	-.074	-.734	-1.076	-1.245	-1.241	-1.155
359	-.486	-.541	.252	2.27	.584	.645	-.43
360	.126	.372	.167	.217	-.163	-.209	.754
361	.31	.031		.1	.379	.111	.135
362	.367	1.001	.239	.085	.261	.413	1.195
363	-.02	-.118	-.068	.124	.088	-.54	.135
364	.406	.264	1.729	3.042	3.546	3.735	.325
365	-.048	-.463	-.245	-.364	-.391	-.277	.528
366	-.015	-.285	-.844	-.952	-.752	-.884	-.517
367	.042		-.013	-.105	-.221	.324	-.092
368	.284	.725	1.126	1.489	1.58	1.566	.3
369	-.265	-.17	-.388	-.33	-.019	-.265	-.175
370	.418	1.075	-.119	.237	.673	.678	1.66
371	.514	-.364	-.45	-.212	-.689	-.242	-.322
372	.505	.223	.134	-.221	-.307	.01	.154
373	.271	-.663	-.851	-1.376	-1.108	-1.016	-.455
374	.021	.305	.335	-.091	-.045	-.004	-.61
375	.282	-.172	-.958	-1.743	-1.268	-1.114	.425
376	.238	1.175	1.801	1.775	1.273	.632	.481
377	.137	-.115	-.372	-1.067	-.361	.051	.085
378	.194	-.871	-1.547	-2.153	-1.155	-1.217	-.181
379	-.016	.159	-.154	-.553	-.011	-.054	-.23
380	.197	-.319	-.003	-.358	-.276	-.551	-.939
381	.174	1.087	1.158	1.284	.469	.045	.802
382	.415	.589	2.871	4.087	2.161		-.1
383	-.113	.137	1.469	3.507	2.854	2.728	-.246
384	.296				.142	.226	-.546
385	.089	-.709	-1.579	-1.771	-1.739	-1.949	-1.144
386	.236	-.801	-1.491	-1.536	.136	.439	-.186
387	-.047	-.506	-.343	-.247	.603	1.529	
388	.431	-2.027	-.627	.741	1.174	1.5	.147
389	.253		.235	1.399	1.38	2.259	
390	.457	-.057	-.456	.919	1.375	1.629	.272
391	.467	-3.386	-2.898	-2.52	-2.382	-2.568	
392	.183	.599	1.03	.743	.855	.796	.736
393	.126	-.066	-.673	.136	.312	.359	.058
394	.432	.185	.154	.021	-.213	.273	.392
395	.267	.031	-.543	-.064	.124	-.088	.196
396	.394	.193	.417	.65	1	1.311	.589
397	.194	-.224	-1.301	-2.059	-1.911	-2.396	.32
398	.053		-1.103	-1.851	-1.024	-.902	-1.942
399	.169	.069	.14	.336	.041	-.384	.65
400	.192	.118	.119	.201	.109	.056	.086
401	.248	-.481	-1.044	-1.814	-1.369	-1.852	-.346
402	.104	.406	-.583	-.586	-.632	-.621	.327
403	.37	-.96	-1.272	-1.68	-.986	-.343	-1.751
404	.14	-.497	-.353	-.668	-.371	-.75	-1.88
405	.407	.844	.305	0	-.237	-.732	.13
406	.039	-.521	-1.615	-2.029	-1.356	-.67	.333
407	-.108	1.067	.473	.491	-.029	-.117	.089
408	.049	2.733	2.38	1.737	.665	.316	1.125
409	.272	.095	-.235	.2	.218	-.093	.036
410	.508	.73	.852	1.056	.898	.526	.883
411	-.004	-.063	.425	.478	.249	-.074	.818
412	.172	-.108	-.013	.009	-.066	.197	-.286
413	.194	.06	.117	.078	.133	.088	.309
414	.358	.982	.655	-.053	.382	.671	1.66
415	-.07	-.291	-.472	.044	-.22	.086	-.171
416	.409	-.153	-.025	-.434	-.302	-.143	-.271
417	.207	.195	-.105	.021	-.309	-.131	.434
418	.212	.1	.098	.193	.015	.276	.208
419	.142	.671	.884	.513	.469		.572
420	.156	.147	.055	.048	-.155	-.225	-.125
421	-.085	.281	.097	.119	-.09	-.141	.187
422	.374	-1.021	-1.336	-1.798	-1.381	-1.052	-.588
423	.225	-.244	-.36	-1.04	-.597	-1.02	.223
424	.171	.415	-.062	-.515	-.549	-.534	.269
425	-.109	.349	.309	.035	.268	.073	.884
426	.062	-.112	.568	-.538	.245	-.098	.167
427	.218	.424	.382	-.2	-.445	-.729	.61
428	.129	.261	.049	-.079	-.152	-.665	.574
429	0	.11	.201	.481	.354	.395	.246
430	.266	.364	.133	-.228	-.391	-.435	.121
431	.158	-.086	-.672	-.995	.043	-1.172	.138
432	.127	.916	.191	-.43	-.674		.751
433	.467	-.152		-.029	.362	.33	
434	.65	.071	.485	.413	.358	.683	.288
435	.859	-.167	-.021	.024	.407	.118	.295
436	.298	.963	.672	1.05	1.318	1.716	1.085
437	.23	-.324		-.025	0	-.313	-.382
438	.548	-.748	-1.148	-1.483	.521	1.821	-.144
439	.225	-.442	.113	-.241	.166	-.61	-.194
440	.235	1.1	1.179	.869	.722	.447	-.242
441	-.058	-.224		-.252	-.161	.47	-.231
442	.469	-.846	-.716	-1.323	-1.014	-.796	-1.226
443	.033	-.03	-.046	-.229	0	-.09	-.087
444	.361	.33	.622	.454	-.389	.581	.44
445	.011	.046	.219	.691	.221	.064	.416
446	-.008	.331	.304	-.235	-.188	-.32	.554
447	.107	-.323	-.463	-.611	-.613	-.377	.545
448	.133	.071	-.859	-1.226	-.939	-.615	-.144
449	.032	.396	.226	1.016	.649	.813	.382
450	.089	.262	.189	.991	1.476	1.198	-.273
451	.079	-.465	-.459	-.484	-.783	-.667	.032
452	-.164	-.086	.042	-.254	.087	-.368	.277
453	-.093	-1.07	-1.602	-1.605	.46	-1.883	-1.128
454	.006	.737	.794	1.172	1.094	.532	.68
455	-.295	.151	-.536	-.593	-.543	-.56	-.018
456	.247	.115	.205	-.169	-.093	-.121	.264
457	.173	-.308	-.48	.327	-.02	-.152	-.322
458	.262	-.239	-.364	-.201	-.331	-.585	.344
459	.014	.041	.017	.013	-.083	-.128	-.115
460	.308	.178	-.277	-.791	-.739	.053	1.028
461	.2	-.407	-.645	-.166	.145	-.422	-.392
462	.247	-.165	.27	-.016	.154	.481	-.565
463	.201	-.037	-.582	-.091	-.078	-.329	-.468
464	.44	-.68	-.386	-1.173	-.636	-.47	-1.328
465	.029	-.073	-.243	-.544	-.121	-.02	-.167
466	.517	-.604	-1.332	-1.462	-1.409	-.904	-.365
467	.162	-.28	.096	-.356	.235	-.386	-.193
468	.095	.497	.547	1.504	1.859	1.955	1.015
469	-.12	.5	3.815	5.025	3.754	4.242	.385
470	.188	.489	-1.152	-1.873	-1.209	-.536	.52
471	.148	-.906	-1.047	-.869	-.051	.389	-.725
472	.014	.633	.904	.269	-.053	-.29	.167
473	-.063	.243	.535	.812	.039	.204	-.176
474	.121	-.183	.243	.098	.182	-.373	-.349
475	-.021	-1.239	-.905	-1.524	-.971	-.97	-1.517
476	-.102	.112		.714	1.064	.721	-.91
477	.084	.378	.88	.694	-.063	.124	.942
478	-.138	.119	.17	.353	1.639	1.32	-.008
479	-.26	.818	-.371	.116	.432	.037	.45
480	.372				.559	.134	.326
481	.199	-.399	-.222	-.098	-.316	.125	-.24
482	.183	-.455	-.92	-1.211	-.48	-.257	-.155
483	-.202	-.277	-.464	-.022	-.369	.094	-.293
484	.367	-.227	-.674	-.754	-.83	-.805	-.589
485	-.264	-.409	-.425	-.044	-.207	-.052	.254
486	.337	-.212	-.115	-.213	.041	-.009	-.152
487	.108	-.49	-.326	-.624	.271	-.259	-.016
488	1.35	.043	.281		.839	.798	-.315
489	.224	-.477	-.513	-.127	-.052	-.585	-.465
490	.291	.271			2.291	2.67	.468
491	.493	-.676	.018	-.007	.27	-.08	-.011
492	.302	.37	.705	.319	-.075	-.024	1.621
493	.132	-.096	-.182	-.515	-.099	-.808	.378
494	-.252	-.826	-.367	-1.003	-.364	-.702	-2.239
495	.081	.467	.853	.482	-.047	-.469	.132
496	-.101	.156	-.053	-.107	.164	-.504	.026
497	.015	.275	.457	.268	.202	-.124	1.062
498	-.063	-.359	-1.011	-.907	-.961	-.408	-.889
499	.061	-.897	-1.098	-1.846	-1.232	-2.188	-.815
500	-.037	-.626	-.951	-1.123	-1.53	-1.42	-.634
501	-.219	.15	.641	1.82	.739	1.566	-.347
502	.344						-.105
503	.304	-1.851	-2.444	-2.398	-1.625	-.825	-2.004
504	.237	-.933	-1.298	-.925	-.685	-.209	-1.516
505	.618	0	-.61	-.324	.805	-.34	-.248
506	-.021	1.934	3.148	3.348	3.198	3.217	1.073
507	.204	-.177	.101	-.555	.208	-.097	-.042
508	.249	1.668	2.523	2.249	1.665	1.52	2.094
509	-.164		-.519	-.503	.184	.142	-.322
510	.331	.755	.746	.671	.38	.293	-.084
511	.147	-.188	-.224	-.596	.043	-.052	-.115
512	.059	-.468	-.567	-.494	-.283	.047	-.157
513	-.227	-.263	-.253	-.542	.065	-.082	-.111
514	.19	.057	-.097	.039	.418	.456	-.071
515	-.196	.052	-.109	-.327	-.155	.098	.167
516	.318	.176	.015	-.092	-.166	-.106	.531
517	-.056	.262	.937	1.997	1.971	1.453	.532
518	.232		-2.309	-2.654	-1.138	-1.447	
519	.12		.571	.58	.371	.132	.45
520	-.033	-.015	.331	-.005	-.075	.034	-.159
521	-.083	-.05	-.106	-.397	-.115	.164	.442
522	.174	.336	-.798	-.248	.244	.167	.847
523	.157	.012	-.142	.259	.157	-.048	.18
524	-.123	1.355	1.029	.273	-.133	-.185	.923
525	.058	-.875	-.767	-1.577	-1.341	-1.037	-.296
526	-.02	.41	.662	1.01	.993	.799	.341
