-.059	.771	1.27	1.582	2.041	1.596	.678
.09	2.576	2.289	2.199	.749	1.016	1.881
-.251	1.641	1.173	1.022	.381	-.087	-.01
.116	-.171	-.437	-.529	-.103	-.833	.229
.082	-.018	-.222	-.1	-.159	-.492	.239
.209	-.611	-.063	-.055	-.196	.185	-.389
.201	-.16	-.241	-.421	.148	-.349	-.136
.558	-.109	-.049	-.186	.292	.092	-.497
.112	-.705	-.296	-.238	-.027	.069	-.033
.111	-.728		-.615	.031	.113	-.249
.171	-.173	-.022	-.367	.116	.115	-.078
.473	-.105	-.052	-.302	.271	.059	.01
-.013	-.031	-.234	-.06	.926	.265	-.012
.133	-.332	-.354	-.434	-.447	-.446	-.898
.513	-.339	-.08	-.223	-.045	-.297	.271
-.016	-.025	.129	.103	-.078	-.164	
-.007	.037	-.526	-.206	.198	.32	.111
.076	-.287	-.494	-.169	.458	-.009	-.16
.177	-.331	.002	-.338	.498	-.212	-.073
-.038	-.199	-.487	-.41	.187	-.237	-.369
.104	-.038	-.033	-.335	.205	0	-.403
.039				1.265	-1.461	-.457
.135	-.522	-.017	-.044	.433	.247	-.343
.267	-.374	-.562	-.675	.796	-.317	.107
.036	-.311	0	-.227	.445	.23	-.205
.315	-.376	-.371	-.517	.302	-.097	-.356
-.076	0	-.255	-.14	.452	.21	-.109
.214	-.737	-.981	-.336	.341	-.61	-.168
.193	-.093	-.119	-.208	.116	.366	-.215
.181	.014	-.056		-.102	.088	-.093
.265	.299	-.134	-.949	-.541	.111	.67
.454	-1.129	-1.354	-1.984	-.916	-.939	-1.649
.635	-.726	-.86	-1.433	-1.648	-1.402	-.24
.831	-1.115	-1.085	-1.814	-1.682	-2.042	.066
.332	.57	-.023	-.507	-.877	-.696	-.418
.589	.55	-.074	-.09	-.071	-.034	-.077
.264	.199	.16	.165	-.086	.336	.189
.388	-.6	-1.081	-1.729	-1.569	-1.409	-.009
.333	.175	.103	-.283	-.133	.181	-.269
.248	-.676	-1.456	-2.67	-2.278	-2.241	1.528
.487	-.255	-.385	-.495	-.124	-.404	.424
.244	.024	.187	.325	.263	.575	.48
.043	-.452	-1.139	-1.542	-1.263	-1.61	-.043
.209	-.633	-.999	-1.859	-.629	-1.153	.09
.084	-.198	-.251	-.243	-.078	-.019	-.054
-.295	-.606	3.925	4.699	3.405	4.509	-.475
.04	-.119	-.083	-.219	.033	-.002	-1.359
-.044	-.166	.052	-.202	.118	-.014	.139
.227	.158	.08	-.03	.107	.022	-.077
-.286	.447	.245	.775	.149	.772	.789
-.011	.5	.439	-.225	-.745	-.987	-.061
.072	.464	.403	.254	.487	.039	.313
.088	-1.694	-.937	-2.23	-.861	-.429	-3.249
.498	.017	.796	.936	1.501	1.648	
.447	.121	.16	.472	.733	.918	.045
.523	-.231	.251	-.113	.222	.207	.841
.386	-.279	-.529	-.747	-.708	-.412	.344
.277	-.04	.399	.29	.294	-.209	-.287
.381	.589	.72	.634	.606	.53	.343
.531	.245	.043	.017	-.081	-.294	.705
.413	-.39	-.404	-.703	-.6	-.334	.092
.498	.322	-.045	.025	.523	.014	.244
.296	.145	.231	.319	.704	.396	-.489
.405	-.855	-1.114	-1.663	-1.753	-1.579	.118
.233	-.976	-.509	-1.191	-1.447	-1.093	-1.321
.077	-1.633	-1.121	-1.942	.481	-.698	-2.621
-.02	.349	-.049	-.017	.174	.065	-.132
.163	-1.537	-2.149	-2.259	-.626	-1.433	-1.738
.189	-.218	-.382	-.173	-.31	-.104	-.869
.062	-1.545	-2.059	-2.394	-.129	-2.21	-2.079
.033	-.472	-.656	-.901	-.908	-.728	-.241
.181	.358	-.321	-.783	.272	-.538	.606
.167	.194	.155	.875	.978	.752	.263
.117	.245	.38	.515	.43	.456	-.181
.108	.104	-.036	.079	.216	-.157	-.392
-.105	-.003	.057	.097	-.125	-.13	-.821
0	.687	.916	.13	.374	-.049	-.027
.43	-.199	.2	-.285	-.28	.047	.326
.276	.496	.083	-.264	-.145	.296	.361
.313	-.027	-.061	.153	.233	.1	.396
.357	-.716	-.802	-1.329	-1.485	-.978	-.424
.723	2.058	1.882	1.508	.147	-.055	2.742
-.096	.739	1.003	1.557	2.23	2.421	.975
.528	.028	.116	.065	.113	.002	.291
.335	.167	.184	.031	.028	.153	.275
.498	.184	.204	-.065	.299	-.016	.266
.426	.277	.151	-.048	.012	.122	.429
.54	.109	.068	.066	.16	-.047	.335
.353	.225	.133	.119	.084	.131	.488
.185	-.415	-.475	-.053	.048	.035	-.289
.037	.067	-.167	-.12	.22	-.128	-.579
.511	-.61	-.775	.004	-.114	.108	-.301
-.248	.07	-.192	.121	.454	-.181	-.468
.056	.739	1.739	3.423	1.794	2.975	3.582
-.024	.16	.046	.061	.177	.213	-.225
.163	.062	-.022	.019	-.007	-.059	.1
.135	.325	.377	.621		.331	.164
.038	.037	-.018	-.011	.064	.017	.113
.096	.175	-.02	.044	.037	-.011	.01
.117	-.007	.063	-.028	.015	.032	.13
.149	.19	.079	.114	.145	0	.151
.313	.376	.303	-.196	-.032	.322	.83
.334	-1.225	-1.164	-1.68	-1.722	-1.826	-1.39
.269	.043	-.333	-.757	-.88	-1.244	.511
.347		-.107	-.119	-.352	-.861	.225
.521	.199	.28	.563	.672	.754	.681
.263	.061	.16	-.136	-.107	-.233	.561
.455	-1.194	-1.374	-1.087	-.756	-1.187	-.931
.517	-1.225	-.54	.322	.983	.757	-1.262
.18	-.564	-.134	1.109	1.63	1.553	-.547
.332	-.094	.063	.894	1.195	1.191	-.044
.253		-.191	.137	.389	.244	.014
.329	-.232	-.342	-.32	-.12	-.169	-.196
.167	.09	-.12	-.599	-.114	-.35	.698
-.062	.307	.364	.368	.398	.192	.729
.203	-.138	-.295	-.506	-.004	-.46	1.398
.04	-.06	.29	.201	.123	.079	.09
.116	.015	.283	.392	.288	.336	.385
.019	.117	.5	.599	.231	.235	.306
-.179	-.296	-.141	-.292	.252	-.145	.16
.24	-.345	-.132	-.067	.114	.108	-.23
.46	-.443	-.184	.033	.21	.285	.149
.058	-.176	.018	-.02	.227	.01	-.392
-.076	.137	-.135	-.375	.656	-.327	.514
.056	-.223	-.313	-.012	.233	-.063	-.206
.756	.037	-.144	-.181	-.111	-.035	.456
.393	.111	.085	-.038	-.071	.162	-.093
.778	-.037	-.329	-.391	-.803	-.339	.332
.341	-.221	-.064	-.561	-.052	.279	-.04
.5	.235	-.143	-.698	-.198	-.234	.381
.592	1.266	.718	.042	.431	.767	1.693
.678	-.335	-.177	-.973	-.574	-.744	-.632
.44	-.45	-.181	-.96	-.57	-.533	-.78
.526	.47	-.797	-1.177	-.68	.075	.454
.606	.874	.925	.416	-.114	-.284	-1.22
.534	.56	.148	-.138	-.651	-1.19	-.96
.222	.07	.348	.083	.129	.107	-.18
.251	-.075	-.358	-.347		-.758	.491
.246	.079	-.42	-.347	-.49	-.827	.177
-.069	-.171	-.38	-.518	-.36	-.776	.51
.025	.329	.223	.034	-.103	-.19	-.028
.179	-.539	-.957	-1.353	-1.215	-.817	.312
-.062	.119	.042	.336	.418	.238	.269
.203	1.198	1.482	2.683	2.333	2.422	.761
.241	.87	1.632	2.407	1.952	1.423	.354
.284	.517	1.154	.905	.464	.002	1.361
.16	.329	.808	.522	.154	-.029	.892
.108	1.133	1.447	1.23	.564	.093	.975
.146				.201	.082	.488
.737	1.651	1.936	1.649	.753	.369	1.152
.416	.537	.273	.489	.154	.349	.744
.265	-.441	-.52	-.918	-.792	-.583	-.05
.331	.246	.034	-.217	.07	.165	-.049
.22	-.163	-.634	-1.281	-1.07	-1.239	-.06
.522	.583	.711	.531	.602	.818	-.11
.586	.74	.556	1.657	1.719	1.607	.324
.397	.339	.951	.793	.685	.659	.402
.396	.747	.412	-.031	-.53	-.787	1.327
.365	-.51	.66	-.103	-.285	-.289	-1.947
.542	.551	.234	.208	.427	.168	.912
.468	.245	.078	.482	1.236	1.028	-.327
.23	-.798	-1.284	-1.616	-.812	-.329	-1.706
.42				.002	-.108	-1.085
-.016	-.05	.321	-.232	.136	-.398	.135
.381	.921	.585	.258	.076	-.179	.17
.119	.497	.371	.433	.418	-.303	.045
.054	.53	.434	.52	.735	.489	.258
.213	.408	.41	.351	.133	.219	.896
-.014	.752	1.278	1.086	.741	.206	.248
.24	1.177	1.315	1.647	.637	.56	.693
.335	.062	-.11	-.228	-.18	-.374	.332
.064	-.026	-.128	-.199	.721	.117	.234
.284	-.29	-.337	.149	.351	.221	-.668
.536	-1.156	-.897	-1.884	-1.089	-.969	-.667
.313	.672	.305	-.156	.035	-.332	-.075
.722	.81	.8	.619	.158	-.404	.934
.487	-.909	-.258	.699	1.51	1.752	-1.916
.342		1.318	1.811	1.341	1.003	2.726
.173	.173	-.022	-.124	-.032	.251	-.144
.519	1.032	1.266	1.036	.758	.579	.614
.335	.373	.498	.306	.207	.381	.378
.348	.195	.141	-.147	.116	.127	.259
.339	1.065	.583	.641	.759	.864	.191
.507	1.256	1.002	.899	.832	.989	1.391
.514	.188	.282	.764	1.011	.984	.099
.086	-.942	-.456	-.092	.017	.23	-.165
.101	.338	.204	.518	.533	.663	.225
0	.575	.469	.903	.638	1.032	.508
.182	-1.602	-.917	-1.552	-1.075	-1.276	-1.923
-.037	-1.003		-1.506	-.017	-1.774	-.633
.155	.281	.626	.737	.466	.14	.032
.038	.045	.032	.642	-.076	.129	.15
.318	-.047	-.161	-.706	-.744	-.772	.584
.222	.222	.273	.854	.027	.237	-.463
.054	.172	-.016	-.123	.234	-.32	.594
.09	-.594	-.519	-1.338	-.919	-1.37	.386
.042	-.044	-.211	-.627	-.183	-.71	.376
.434	.743	.997	1.542	1.866	1.58	.844
.704	1.523	1.275	.564	.348	.662	.789
.22	.117	.266	-.123	.149	.346	.492
.335	-.095	.204	-.24	-.601	-.228	.122
.533	-.445	-1.458	-2.246	-1.458	-.988	.706
.412	-.757	-.56	-1.072	-.628	-.372	-.789
.341	.272	.584	.181	.151	-.046	.245
.212	.138	-.012	-.157	-.159	.215	-.066
.27	-.318	-.18	-.248	.386	.613	-.838
.836	-1.766	-2.162	-2.363	-1.413	-.349	-1.446
.454	-.41	-.228	-.972	-1.158	-.716	
.378	-.344	-.595	-1.023	-.564	-.569	-.382
.187	-1.354	.439	.392	.167	.471	-.759
-.013	-.363	-.673	-.459	-.117	-.11	-.077
.132	-.237	-.513	.009	.043	-.021	.01
.131	1.258	1.654	2.113	2.645	2.889	1.127
-.022	-.053	.262	.731	.615	.648	.2
.224	.498	.449	.169	.271	.187	.545
.344	-.157	-.039	-.209	.019	-.19	-.157
.058	.931	.892	.243	.026	-.617	.356
-.017	.635	.465	.341	.555	-.666	.361
.113	-.039	.917	3.089	3.287	3.249	.153
-.139	-.199	-.116	-.214	.134		-.439
-.075	.174	.205	-.52	-.374	.139	.695
.087	.046	-.093	-.693	.104	-.253	-.08
.081	-.01	.363	.043	.254	.246	-.152
-.159	-.236	-.344	.244	.038	.037	-.007
.532	-.361	-.165	-.65	-.425	-.24	-.907
.154	-.581	-.49	-.266	.179	-.434	.411
.435	-.6	-.874	-.974	-.651	-.216	-.515
.131	-.382	-.81	-.521	-.151	.265	.249
.381	.329	.229	.938	1.309	1.33	.353
.545	-.918	-.532	-.255	.078	-.226	
.469	.063	.352	.751	1.444	1.174	.228
.306	-.122	-.367	-.045	.088	-.152	-.109
.552	1.33	.266	-.105	-.481	-.761	.511
.452	-.157	-.479	-1.08	-1.986	-2.073	-1.441
.491	.063	-.528	-1.075		-1.783	-1.359
.371	-.072	.275	.469	.348	.366	.39
.254	-.326	-.884	-1.039	-.937	-1.214	-.019
.195	-.096	-.463	-.471	-.477	-.944	.061
.144	.476	.212	.334	.246	.026	.63
.04	-.291	-.441	.172	.124	.153	-.5
.096	.043	.147	-.323	-.161	-.249	-.169
.149	-.035	.034	-.32	-.319	-.323	.509
.337	-.041	.166	.359	.546	.279	-.467
.344	.068	.272	.651	-.358	-.527	-.501
.004	-.168	-.461	-1.009	-1.485	-1.864	-1.431
-.12	-.268	-.77	-.278	-.218	0	-.147
.322	.574	.372	-.26	-.26	-.202	.212
.736	-.288	-.38	-.813	-.096	-.254	-.035
.544	.777	.701	.133	-.028	.034	.629
.209	.006	-.428	.046	.06	-.308	-.391
.294	1.332	2.254	1.799	1.859	1.919	1.366
-.156	-.56	-.396	-.511	.178	.108	-.379
.313	-.091	.041	.222	.243	-.078	-.078
.626	-.585	-.011	-.16	-.204	-.589	-.372
.323	-1.832	-2.565	-2.332	-1.636	-1.326	-1.785
-.213	-.433	-.564	-.081	.038	.203	-.1
.176	-.377	.143	-.467	-.343	-.528	-.309
-.121	-.128	-.926	-.551	-.666	-1.064	-.254
.327	.711	.706	.412	.025	-.592	-1.138
.393	.624	.511	.415	-.263	-.315	-.336
.37	.454	-.549	-.724	-.539	-.44	.383
-.071	.575	.524	1.279	.345	.697	.449
.136	.037	-.365	-.361	-.497	-.732	.216
.241	-.001	-.406	-.59	-.78	-1.13	.059
-.128	.135	.04		.452	-.263	-.363
.235	.256	-.29	.218	.222	-.25	-.569
-.027	.426	.201	.08	.281	.003	.5
.114	-.685	-1.389	-1.56	-.769	-.61	-.538
.094	-.04	-.358	-.64	-.388	.137	-.606
.286	-.042	-.409	.213	.309	.345	-.172
.275	-.008	.566	.685	.712	.124	.387
.313	.144	-.227	-.066	.257	-.116	.278
.149	-.131	-.164	-1.007	-.325	.082	-.694
.348	-.363	-.43	-.315	.264	-.009	-.27
.491	.268	.65	.686	.645	.655	.186
0	-.534	-.41	-.146	.041	-.144	-.147
.719	-1.79	-.827	-.023	.684	.909	-2.468
.355	-.212	.07	.027	-.094	.032	
.272	.093	-.327		-.844	-.692	-.316
.393	-.492	-.547	-.357	.379		-.259
.356	-1.575	-.905	-1.603	-1.336	-1.342	-.444
-.075	-1.113		-1.693	-1.231	-1.26	-1.547
	-1.476	-1.476	-2.176	-1.727	-1.195	-1.548
.289	-1.136	-1.072	-1.858	-1.382	-1.042	-1.1
.169	.293	.095	.06	.093	.174	.05
.257	-1.02	.173	-.884	-.253	-.715	-.885
.199	.816	.139	-.275	-.633	-.423	.514
.213	-.586	-.909	-.994	-.735	-.42	.152
.114	.27	.737	1.628	1.252	.774	.465
.131	-.055	-.04	-.075	-.052	-.1	.139
.523	-.074	-.734	-1.076	-1.245	-1.241	-1.155
-.486	-.541	.252	2.27	.584	.645	-.43
.126	.372	.167	.217	-.163	-.209	.754
.31	.031		.1	.379	.111	.135
.367	1.001	.239	.085	.261	.413	1.195
-.02	-.118	-.068	.124	.088	-.54	.135
.406	.264	1.729	3.042	3.546	3.735	.325
-.048	-.463	-.245	-.364	-.391	-.277	.528
-.015	-.285	-.844	-.952	-.752	-.884	-.517
.042		-.013	-.105	-.221	.324	-.092
.284	.725	1.126	1.489	1.58	1.566	.3
-.265	-.17	-.388	-.33	-.019	-.265	-.175
.418	1.075	-.119	.237	.673	.678	1.66
.514	-.364	-.45	-.212	-.689	-.242	-.322
.505	.223	.134	-.221	-.307	.01	.154
.271	-.663	-.851	-1.376	-1.108	-1.016	-.455
.021	.305	.335	-.091	-.045	-.004	-.61
.282	-.172	-.958	-1.743	-1.268	-1.114	.425
.238	1.175	1.801	1.775	1.273	.632	.481
.137	-.115	-.372	-1.067	-.361	.051	.085
.194	-.871	-1.547	-2.153	-1.155	-1.217	-.181
-.016	.159	-.154	-.553	-.011	-.054	-.23
.197	-.319	-.003	-.358	-.276	-.551	-.939
.174	1.087	1.158	1.284	.469	.045	.802
.415	.589	2.871	4.087	2.161		-.1
-.113	.137	1.469	3.507	2.854	2.728	-.246
.296				.142	.226	-.546
.089	-.709	-1.579	-1.771	-1.739	-1.949	-1.144
.236	-.801	-1.491	-1.536	.136	.439	-.186
-.047	-.506	-.343	-.247	.603	1.529	
.431	-2.027	-.627	.741	1.174	1.5	.147
.253		.235	1.399	1.38	2.259	
.457	-.057	-.456	.919	1.375	1.629	.272
.467	-3.386	-2.898	-2.52	-2.382	-2.568	
.183	.599	1.03	.743	.855	.796	.736
.126	-.066	-.673	.136	.312	.359	.058
.432	.185	.154	.021	-.213	.273	.392
.267	.031	-.543	-.064	.124	-.088	.196
.394	.193	.417	.65	1	1.311	.589
.194	-.224	-1.301	-2.059	-1.911	-2.396	.32
.053		-1.103	-1.851	-1.024	-.902	-1.942
.169	.069	.14	.336	.041	-.384	.65
.192	.118	.119	.201	.109	.056	.086
.248	-.481	-1.044	-1.814	-1.369	-1.852	-.346
.104	.406	-.583	-.586	-.632	-.621	.327
.37	-.96	-1.272	-1.68	-.986	-.343	-1.751
.14	-.497	-.353	-.668	-.371	-.75	-1.88
.407	.844	.305	0	-.237	-.732	.13
.039	-.521	-1.615	-2.029	-1.356	-.67	.333
-.108	1.067	.473	.491	-.029	-.117	.089
.049	2.733	2.38	1.737	.665	.316	1.125
.272	.095	-.235	.2	.218	-.093	.036
.508	.73	.852	1.056	.898	.526	.883
-.004	-.063	.425	.478	.249	-.074	.818
.172	-.108	-.013	.009	-.066	.197	-.286
.194	.06	.117	.078	.133	.088	.309
.358	.982	.655	-.053	.382	.671	1.66
-.07	-.291	-.472	.044	-.22	.086	-.171
.409	-.153	-.025	-.434	-.302	-.143	-.271
.207	.195	-.105	.021	-.309	-.131	.434
.212	.1	.098	.193	.015	.276	.208
.142	.671	.884	.513	.469		.572
.156	.147	.055	.048	-.155	-.225	-.125
-.085	.281	.097	.119	-.09	-.141	.187
.374	-1.021	-1.336	-1.798	-1.381	-1.052	-.588
.225	-.244	-.36	-1.04	-.597	-1.02	.223
.171	.415	-.062	-.515	-.549	-.534	.269
-.109	.349	.309	.035	.268	.073	.884
.062	-.112	.568	-.538	.245	-.098	.167
.218	.424	.382	-.2	-.445	-.729	.61
.129	.261	.049	-.079	-.152	-.665	.574
0	.11	.201	.481	.354	.395	.246
.266	.364	.133	-.228	-.391	-.435	.121
.158	-.086	-.672	-.995	.043	-1.172	.138
.127	.916	.191	-.43	-.674		.751
.467	-.152		-.029	.362	.33	
.65	.071	.485	.413	.358	.683	.288
.859	-.167	-.021	.024	.407	.118	.295
.298	.963	.672	1.05	1.318	1.716	1.085
.23	-.324		-.025	0	-.313	-.382
.548	-.748	-1.148	-1.483	.521	1.821	-.144
.225	-.442	.113	-.241	.166	-.61	-.194
.235	1.1	1.179	.869	.722	.447	-.242
-.058	-.224		-.252	-.161	.47	-.231
.469	-.846	-.716	-1.323	-1.014	-.796	-1.226
.033	-.03	-.046	-.229	0	-.09	-.087
.361	.33	.622	.454	-.389	.581	.44
.011	.046	.219	.691	.221	.064	.416
-.008	.331	.304	-.235	-.188	-.32	.554
.107	-.323	-.463	-.611	-.613	-.377	.545
.133	.071	-.859	-1.226	-.939	-.615	-.144
.032	.396	.226	1.016	.649	.813	.382
.089	.262	.189	.991	1.476	1.198	-.273
.079	-.465	-.459	-.484	-.783	-.667	.032
-.164	-.086	.042	-.254	.087	-.368	.277
-.093	-1.07	-1.602	-1.605	.46	-1.883	-1.128
.006	.737	.794	1.172	1.094	.532	.68
-.295	.151	-.536	-.593	-.543	-.56	-.018
.247	.115	.205	-.169	-.093	-.121	.264
.173	-.308	-.48	.327	-.02	-.152	-.322
.262	-.239	-.364	-.201	-.331	-.585	.344
.014	.041	.017	.013	-.083	-.128	-.115
.308	.178	-.277	-.791	-.739	.053	1.028
.2	-.407	-.645	-.166	.145	-.422	-.392
.247	-.165	.27	-.016	.154	.481	-.565
.201	-.037	-.582	-.091	-.078	-.329	-.468
.44	-.68	-.386	-1.173	-.636	-.47	-1.328
.029	-.073	-.243	-.544	-.121	-.02	-.167
.517	-.604	-1.332	-1.462	-1.409	-.904	-.365
.162	-.28	.096	-.356	.235	-.386	-.193
.095	.497	.547	1.504	1.859	1.955	1.015
-.12	.5	3.815	5.025	3.754	4.242	.385
.188	.489	-1.152	-1.873	-1.209	-.536	.52
.148	-.906	-1.047	-.869	-.051	.389	-.725
.014	.633	.904	.269	-.053	-.29	.167
-.063	.243	.535	.812	.039	.204	-.176
.121	-.183	.243	.098	.182	-.373	-.349
-.021	-1.239	-.905	-1.524	-.971	-.97	-1.517
-.102	.112		.714	1.064	.721	-.91
.084	.378	.88	.694	-.063	.124	.942
-.138	.119	.17	.353	1.639	1.32	-.008
-.26	.818	-.371	.116	.432	.037	.45
.372				.559	.134	.326
.199	-.399	-.222	-.098	-.316	.125	-.24
.183	-.455	-.92	-1.211	-.48	-.257	-.155
-.202	-.277	-.464	-.022	-.369	.094	-.293
.367	-.227	-.674	-.754	-.83	-.805	-.589
-.264	-.409	-.425	-.044	-.207	-.052	.254
.337	-.212	-.115	-.213	.041	-.009	-.152
.108	-.49	-.326	-.624	.271	-.259	-.016
1.35	.043	.281		.839	.798	-.315
.224	-.477	-.513	-.127	-.052	-.585	-.465
.291	.271			2.291	2.67	.468
.493	-.676	.018	-.007	.27	-.08	-.011
.302	.37	.705	.319	-.075	-.024	1.621
.132	-.096	-.182	-.515	-.099	-.808	.378
-.252	-.826	-.367	-1.003	-.364	-.702	-2.239
.081	.467	.853	.482	-.047	-.469	.132
-.101	.156	-.053	-.107	.164	-.504	.026
.015	.275	.457	.268	.202	-.124	1.062
-.063	-.359	-1.011	-.907	-.961	-.408	-.889
.061	-.897	-1.098	-1.846	-1.232	-2.188	-.815
-.037	-.626	-.951	-1.123	-1.53	-1.42	-.634
-.219	.15	.641	1.82	.739	1.566	-.347
.344						-.105
.304	-1.851	-2.444	-2.398	-1.625	-.825	-2.004
.237	-.933	-1.298	-.925	-.685	-.209	-1.516
.618	0	-.61	-.324	.805	-.34	-.248
-.021	1.934	3.148	3.348	3.198	3.217	1.073
.204	-.177	.101	-.555	.208	-.097	-.042
.249	1.668	2.523	2.249	1.665	1.52	2.094
-.164		-.519	-.503	.184	.142	-.322
.331	.755	.746	.671	.38	.293	-.084
.147	-.188	-.224	-.596	.043	-.052	-.115
.059	-.468	-.567	-.494	-.283	.047	-.157
-.227	-.263	-.253	-.542	.065	-.082	-.111
.19	.057	-.097	.039	.418	.456	-.071
-.196	.052	-.109	-.327	-.155	.098	.167
.318	.176	.015	-.092	-.166	-.106	.531
-.056	.262	.937	1.997	1.971	1.453	.532
.232		-2.309	-2.654	-1.138	-1.447	
.12		.571	.58	.371	.132	.45
-.033	-.015	.331	-.005	-.075	.034	-.159
-.083	-.05	-.106	-.397	-.115	.164	.442
.174	.336	-.798	-.248	.244	.167	.847
.157	.012	-.142	.259	.157	-.048	.18
-.123	1.355	1.029	.273	-.133	-.185	.923
.058	-.875	-.767	-1.577	-1.341	-1.037	-.296
-.02	.41	.662	1.01	.993	.799	.341
-.137	.105	.148	.954	1.327	1.019	-.24
.053	.195	.404	.954	.67	.486	-.341
.276	-.404	-.68	-.468	.053	-.353	-.163
.143	.84	.403	.215	-.1	.074	.846
.066	-.415	-.097	-.096	-.104	-.152	.489
.127	.496	.002	-.203	.215	.22	.165
.389	-.302	-.091	-.186	.031	.063	-.191
.46	.157	.013	-.139	.225	1.039	.851
-.391	0	-.259	-.363	-.045	-.153	-.242
.53	-.115	-.966	-1.371	-1.735	-.994	.752
.354	-.434	.122	-.246	-.237	.013	.367
.311	0	.399	.019	-.189	-.166	.269
.174	.502	.35	.6	1.031	.685	.78
.328	1.137	.914	.768	.612	.591	1.571
-.008	.212	.026	-.007	.344	.06	.028
.128	.229	.311	-.066	.225	.391	-.202
.084	.347	.425	.132	-.586	-.478	.151
.05	-.357	-1.379	-1.923	-1.691	-1.581	.09
.182	-.048	-.207	-.453	-.096	.001	.561
.03	.297	.275	-.124	.009	-.095	.075
.037	-.311	-.277	-.677	-.577	-.257	.48
-.019	.074	.026	-.114	-.064	.099	1.086
-.297	-.205	-.677	-1.123	-.83	-.863	-.25
.124	-.389	-.291	-.378	-.863	-.236	.175
-.188	-.025	0	-.592	-.179	.188	.805
.328	.729	.298	.082	-.141	-.526	.454
.916	1.308	1.357	2.209	1.465	1.331	1.254
.166	.847	1.105	1.706	1.689	2.193	.792
.149	.905	1.577	3.426	2.355	2.729	.028
.409	.007	-.346	-.654	-.837	-.946	.422
.195	.911		1.061	1.286	1.14	1.005
.356	.149	-.103	-.607	-.88	-.606	-.12
.499		.694	.553	-.589	.274	
.02	-.997	-.114	-.43	-.654	-.355	-1.229
.178	-.856	-.615	-1.379	-1.128	-1.243	.064
.302		-.307	-.956	-.864	-.796	-.066
.038	.787	.156	.11	.693	1.583	.47
.099	.328	.089	-.072	.077	.136	.199
-.216		.687	1.628	1.235	1.04	1.333
-.098	-.172	-.175	.172	.157	-.086	-.132
-.11	.276	.109	.003	.354	-.048	.188
-.023	.076	-.321	-1.018	-.782	-.796	.273
.002	-1.348	-.35	-1.2	.048	-.332	-2.165
